Date,AAPL,MSFT,NVDA,GOOGL,AMZN
2025-03-24,219.7721405029297,390.0935974121094,121.38140106201172,167.1005859375,203.25999450683594
2025-03-25,222.77903747558594,392.1578063964844,120.66156768798828,169.97064208984375,205.7100067138672
2025-03-26,220.5686492919922,387.0072326660156,113.73320007324219,164.48963928222656,201.1300048828125
2025-03-27,222.8785858154297,387.612548828125,111.40375518798828,161.6793975830078,201.36000061035156
2025-03-28,216.9544219970703,375.9220886230469,109.6441650390625,153.7967071533203,192.72000122070312
2025-03-31,221.1660614013672,372.5379943847656,108.35446166992188,154.10565185546875,190.25999450683594
2025-04-01,222.22146606445312,379.2863464355469,110.1240463256836,156.52725219726562,192.1699981689453
2025-04-02,222.91842651367188,379.2366943359375,110.39398193359375,156.49732971191406,196.00999450683594
2025-04-03,202.30825805664062,370.2752990722656,101.77601623535156,150.1991729736328,178.41000366210938
2025-04-04,187.56253051757812,357.10614013671875,94.28778076171875,145.0968780517578,171.0
2025-04-07,180.6725616455078,355.14117431640625,97.61698913574219,146.24290466308594,175.25999450683594
2025-04-08,171.67178344726562,351.8662414550781,96.27731323242188,144.19998168945312,170.66000366210938
2025-04-09,197.98709106445312,387.52325439453125,114.30306243896484,158.16160583496094,191.10000610351562
2025-04-10,189.5936737060547,378.4527282714844,107.5446548461914,152.29193115234375,181.22000122070312
2025-04-11,197.2901153564453,385.498779296875,110.90386199951172,156.5970001220703,184.8699951171875
2025-04-14,201.64117431640625,384.8636169433594,110.68391418457031,158.5203399658203,182.1199951171875
2025-04-15,201.2628173828125,382.7994384765625,112.1735610961914,155.76988220214844,179.58999633789062
2025-04-16,193.42697143554688,368.78668212890625,104.46538543701172,152.8001708984375,174.3300018310547
2025-04-17,196.1251983642578,364.9858093261719,101.4660873413086,150.63768005371094,172.61000061035156
2025-04-21,192.32177734375,356.3916015625,96.88717651367188,147.15972900390625,167.32000732421875
2025-04-22,198.8732452392578,364.0330810546875,98.86670684814453,150.9466094970703,173.17999267578125
2025-04-23,203.712158203125,371.5456237792969,102.68579864501953,154.8131866455078,180.60000610351562
2025-04-24,207.4657745361328,384.3575134277344,106.4049301147461,158.7296142578125,186.5399932861328
2025-04-25,208.371826171875,388.8729248046875,110.98385620117188,161.40036010742188,188.99000549316406
2025-04-28,209.2281036376953,388.1882019042969,108.70439147949219,160.05502319335938,187.6999969482422
2025-04-29,210.29345703125,391.0462951660156,108.99431610107422,159.60658264160156,187.38999938964844
2025-04-30,211.57785034179688,392.2570495605469,108.89433288574219,158.2512664794922,184.4199981689453
2025-05-01,212.39431762695312,422.16802978515625,111.58370208740234,160.7426300048828,190.1999969482422
2025-05-02,204.45889282226562,431.9729919433594,114.47303009033203,163.46319580078125,189.97999572753906
2025-05-05,198.02691650390625,432.85626220703125,113.7931900024414,163.642578125,186.35000610351562
2025-05-06,197.64854431152344,430.0179443359375,113.51325988769531,162.66595458984375,185.00999450683594
2025-05-07,195.3983612060547,430.0576477050781,117.03242492675781,150.85691833496094,188.7100067138672
2025-05-08,196.63299560546875,434.8410339355469,117.34235382080078,153.74688720703125,192.0800018310547
2025-05-09,197.66848754882812,435.3967590332031,116.62252044677734,152.22218322753906,193.05999755859375
2025-05-12,210.15048217773438,445.8468017578125,122.97103118896484,157.91246032714844,208.63999938964844
2025-05-13,212.28399658203125,445.72772216796875,129.89938354492188,158.978759765625,211.3699951171875
2025-05-14,211.68582153320312,449.4988098144531,135.30810546875,164.79856872558594,210.25
2025-05-15,210.80848693847656,450.512939453125,134.79823303222656,163.39344787597656,205.1699981689453
2025-05-16,210.6190643310547,451.6463317871094,135.36810302734375,165.61572265625,205.58999633789062
2025-05-19,208.14657592773438,456.2197570800781,135.53805541992188,165.9645233154297,206.16000366210938
2025-05-20,206.232421875,455.5238342285156,134.34832763671875,163.41336059570312,204.07000732421875
2025-05-21,201.4768829345703,449.9561767578125,131.76895141601562,167.9775390625,201.1199951171875
2025-05-22,200.7490997314453,452.23291015625,132.7987060546875,170.279541015625,203.10000610351562
2025-05-23,194.67758178710938,447.5799560546875,131.25906372070312,167.88784790039062,200.99000549316406
2025-05-27,199.60260009765625,458.0292663574219,135.4680633544922,172.30255126953125,206.02000427246094
2025-05-28,199.81195068359375,454.7184753417969,134.7782440185547,171.76441955566406,204.72000122070312
2025-05-29,199.3433837890625,456.0308837890625,139.15721130371094,171.26612854003906,205.6999969482422
2025-05-30,200.24066162109375,457.7011413574219,135.09817504882812,171.1465606689453,205.00999450683594
2025-06-02,201.08807373046875,459.3018493652344,137.34764099121094,168.4459228515625,206.64999389648438
2025-06-03,202.65330505371094,460.2961120605469,141.1867218017578,165.6057586669922,205.7100067138672
2025-06-04,202.20468139648438,461.19091796875,141.88656616210938,167.4693145751953,207.22999572753906
2025-06-05,200.02133178710938,464.9788818359375,139.95703125,167.62875366210938,207.91000366210938
2025-06-06,203.30133056640625,467.6632995605469,141.6865997314453,173.079833984375,213.57000732421875
2025-06-09,200.83883666992188,470.0196228027344,142.59640502929688,175.6939697265625,216.97999572753906
2025-06-10,202.05511474609375,468.2001647949219,143.92608642578125,178.19833374023438,217.61000061035156
2025-06-11,198.1769256591797,469.890380859375,142.80625915527344,176.95114135742188,213.1999969482422
2025-06-12,198.5956573486328,476.104248046875,144.9759063720703,175.30484008789062,213.24000549316406
2025-06-13,195.85398864746094,472.21685791015625,141.94639587402344,174.27716064453125,212.10000610351562
2025-06-16,197.81802368164062,476.3727111816406,144.66595458984375,176.3724365234375,216.10000610351562
2025-06-17,195.0464630126953,475.279052734375,144.09603881835938,175.5542755126953,214.82000732421875
2025-06-18,195.9835968017578,477.4663391113281,145.455810546875,172.93020629882812,212.52000427246094
2025-06-20,200.39019775390625,474.64276123046875,143.8260955810547,166.26522827148438,209.69000244140625
2025-06-23,200.888671875,483.19305419921875,144.1460418701172,164.8184814453125,208.47000122070312
2025-06-24,199.6923065185547,487.279296875,147.87539672851562,166.3949432373047,212.77000427246094
2025-06-25,200.94850158691406,489.4268493652344,154.28436279296875,170.296142578125,211.99000549316406
2025-06-26,200.39019775390625,494.57696533203125,154.99423217773438,173.14968872070312,217.1199951171875
2025-06-27,200.46995544433594,493.0756530761719,157.72378540039062,178.12847900390625,223.3000030517578
2025-06-30,204.5475311279297,494.53717041015625,157.96376037597656,175.83364868164062,219.38999938964844
2025-07-01,207.1894989013672,489.2081298828125,153.2745361328125,175.44451904296875,220.4600067138672
2025-07-02,211.7954864501953,488.253662109375,157.22386169433594,178.23822021484375,219.9199981689453
2025-07-03,212.90213012695312,495.95892333984375,159.3135223388672,179.126220703125,223.41000366210938
2025-07-07,209.3130340576172,494.8454284667969,158.21371459960938,176.3923797607422,223.47000122070312
2025-07-08,209.3728485107422,493.75177001953125,159.97340393066406,173.9678497314453,219.36000061035156
2025-07-09,210.4994354248047,500.60198974609375,162.85293579101562,176.22276306152344,222.5399932861328
2025-07-10,211.76556396484375,498.58367919921875,164.07273864746094,177.22052001953125,222.25999450683594
2025-07-11,210.51937866210938,500.4130859375,164.89259338378906,179.78475952148438,225.02000427246094
2025-07-14,207.98707580566406,500.1147766113281,164.04273986816406,181.1516571044922,225.69000244140625
2025-07-15,208.4755859375,502.89862060546875,170.671630859375,181.59066772460938,226.35000610351562
2025-07-16,209.5224151611328,502.69976806640625,171.34152221679688,182.55850219726562,223.19000244140625
2025-07-17,209.38284301757812,508.7446594238281,172.97125244140625,183.1671142578125,223.8800048828125
2025-07-18,210.539306640625,507.1041564941406,172.38134765625,184.64378356933594,226.1300048828125
2025-07-21,211.83535766601562,507.1141357421875,171.35153198242188,189.67245483398438,229.3000030517578
2025-07-22,213.74954223632812,502.35174560546875,167.00225830078125,190.90966796875,227.47000122070312
2025-07-23,213.5002899169922,502.94830322265625,170.75161743164062,189.8021697998047,228.2899932861328
2025-07-24,213.11148071289062,507.9294128417969,173.7111358642578,191.73779296875,232.22999572753906
